Category,Product Name
Mutton,Sunday Family Bonanza
Mutton,Goat Curry Cut (500 gm) & Mutton Liver Chunks (250 gm)
Mutton,Mutton Paya
Mutton,Mutton Power Pack
Mutton,Goat Curry Cut (1000g) & Free Egg
Mutton,Purani Dilli ki Mutton Seekh Kebab
Freshwater Fish,Freshwater Prawns (Medium Sized) - Cleaned & Deveined
Freshwater Fish,Freshwater Prawns (Small Sized) - Cleaned and Deveined
Freshwater Fish,Basa Medium Fry Cut
Freshwater Fish,"Catla Medium - Bengali Cut, No Head"
Freshwater Fish,Rohu Small - Whole Cleaned Fish Cut Into Steaks
Freshwater Fish,Murrel - Fry cut
Freshwater Fish,Roopchand Medium - Fry Cut
Freshwater Fish,"Rohu Medium - Bengali Cut, No Head"
Freshwater Fish,Freshwater Prawns (Medium Sized) - Cleaned & Deveined (Trial Pack)
Freshwater Fish,"Rohu Large - Bengali Cut, No Head"
Freshwater Fish,Basa Medium Boneless Cubes
Freshwater Fish,Rohu - Peti (Pieces from assorted Rohu Fish)
Freshwater Fish,Freshwater Prawns (Medium Sized) - Cleaned & Deveined (Large Pack)
Freshwater Fish,Pabda (Butterfish) Small - Whole Cleaned & Gutted With Head
Freshwater Fish,Basa Medium Fillet
Freshwater Fish,"Rohu Medium - Bengali Cut, With Head"
Freshwater Fish,Tilapia Small - Fillet
Freshwater Fish,Catla - Head
Freshwater Fish,Aar Bengali Cut No Head
Freshwater Fish,Rohu Head
Eggs,Farm Fresh Classic Eggs - Pack of 6
Eggs,Farm Fresh Classic Eggs - Pack of 12
Eggs,Omega 3 Eggs - Pack of 6
Eggs,Cage Free Country Eggs - Pack of 6
Eggs,Brown Eggs - Pack of 12
Eggs,Brown Eggs - Pack of 6
Eggs,Quail Eggs  - Pack Of 12
Eggs,Farm Fresh Classic Eggs - Pack of 30
Eggs,Cage Free Country Eggs - Pack of 12
Eggs,Chunky Shawarma Chicken Spread
Eggs,Peppery Chicken Salami (Mini)
Eggs,Chunky Butter Chicken Spread
Eggs,Classic Smoked Chicken Frankfurter
Eggs,Classic Chicken Breakfast Sausage
Eggs,Smoked Chicken Loaf
Eggs,Classic Eggs - Pack of 24 ( Combo )
Eggs,Chicken Breast Boneless (Large Pack) & Free Egg
Eggs,Freshwater Prawns 500g & Free Egg Combo
Eggs,Seer Thin Slices & Free Egg Combo
Eggs,Goat Curry Cut (1000g) & Free Egg
Eggs,Farm Fresh Classic Eggs - Pack of 6
Eggs,Farm Fresh Classic Eggs - Pack of 12
Eggs,Omega 3 Eggs - Pack of 6
Eggs,Cage Free Country Eggs - Pack of 6
Eggs,Brown Eggs - Pack of 12
Eggs,Brown Eggs - Pack of 6
Eggs,Quail Eggs  - Pack Of 12
Eggs,Farm Fresh Classic Eggs - Pack of 30
Eggs,Cage Free Country Eggs - Pack of 12
Eggs,Chunky Shawarma Chicken Spread
Eggs,Peppery Chicken Salami (Mini)
Eggs,Chunky Butter Chicken Spread
Eggs,Classic Smoked Chicken Frankfurter
Eggs,Classic Chicken Breakfast Sausage
Eggs,Smoked Chicken Loaf
Eggs,Classic Eggs - Pack of 24 ( Combo )
Eggs,Chicken Breast Boneless (Large Pack) & Free Egg
Eggs,Freshwater Prawns 500g & Free Egg Combo
Eggs,Seer Thin Slices & Free Egg Combo
Eggs,Goat Curry Cut (1000g) & Free Egg
Crispy Snacks,Crispy Chicken Nuggets
Crispy Snacks,Crispy Chicken Wings
Crispy Snacks,Crispy Fish Fingers
Crispy Snacks,Crispy Chicken Supreme
Crispy Snacks,Crispy Prawns
Crispy Snacks,Crispy Chicken Cutlet
Crispy Snacks,Chicken Chatpata Pakora
Crispy Snacks,Crispy Chicken Burger Patty
Crispy Snacks,Crispy Chicken Nuggets
Crispy Snacks,Crispy Chicken Wings
Crispy Snacks,Crispy Fish Fingers
Crispy Snacks,Crispy Chicken Supreme
Crispy Snacks,Crispy Prawns
Crispy Snacks,Crispy Chicken Cutlet
Crispy Snacks,Chicken Chatpata Pakora
Crispy Snacks,Crispy Chicken Burger Patty
Kebab & Biryani,Afghani Murgh Seekh Kebab
Kebab & Biryani,Chicken Seekh Kebab
Kebab & Biryani,Lucknowi Mutton Galouti Kebab
Kebab & Biryani,Assorted Kebab Platter | Ready to Cook
Kebab & Biryani,Tandoori Chicken
Kebab & Biryani,Hariyali Murgh Tikka
Kebab & Biryani,Chicken Malai Tikka
Kebab & Biryani,Chicken Tangdi Kebab
Kebab & Biryani,Purani Dilli ki Mutton Seekh Kebab
Kebab & Biryani,Assorted Tandoori Platter | Ready to Cook
Kebab & Biryani,Square Cut Combo
Kebab & Biryani,Hyderabadi Mutton Shami Kebab
Kebab & Biryani,Angara Murgh Tikka
Kebab & Biryani,Awadhi Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Awadhi Chicken Biryani (Mini) | Meat & Masala Mix
Kebab & Biryani,Kolkata Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Hyderabadi Chicken Biryani (Mini) | Meat & Masala Mix
Kebab & Biryani,Hyderabadi Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Kolkata Chicken Biryani (Mini) | Meat & Masala Mix
Kebab & Biryani,Afghani Murgh Seekh Kebab
Kebab & Biryani,Chicken Seekh Kebab
Kebab & Biryani,Lucknowi Mutton Galouti Kebab
Kebab & Biryani,Assorted Kebab Platter | Ready to Cook
Kebab & Biryani,Tandoori Chicken
Kebab & Biryani,Hariyali Murgh Tikka
Kebab & Biryani,Chicken Malai Tikka
Kebab & Biryani,Chicken Tangdi Kebab
Kebab & Biryani,Purani Dilli ki Mutton Seekh Kebab
Kebab & Biryani,Assorted Tandoori Platter | Ready to Cook
Kebab & Biryani,Square Cut Combo
Kebab & Biryani,Hyderabadi Mutton Shami Kebab
Kebab & Biryani,Angara Murgh Tikka
Kebab & Biryani,Awadhi Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Awadhi Chicken Biryani (Mini) | Meat & Masala Mix
Kebab & Biryani,Kolkata Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Hyderabadi Chicken Biryani (Mini) | Meat & Masala Mix
Kebab & Biryani,Hyderabadi Chicken Biryani | Meat & Masala Mix
Kebab & Biryani,Kolkata Chicken Biryani (Mini) | Meat & Masala Mix
Meat Masala,Amma's Chicken Masala
Meat Masala,Asli Chicken Masala
Meat Masala,Chatpata Fish Fry Masala
Meat Masala,Chatpata Fish Fry Masala - Pack Of 2
Meat Masala,Original Tandoori Chicken Masala
Meat Masala,Asli Garam Masala
Meat Masala,Shandaar Butter Chicken Masala
Meat Masala,Amma's Meat Masala
Meat Masala,Chicken Delight Masala Pack
Meat Masala,Curry Licious Masala Combo
Meat Masala,Classic Meat Masala - Pack Of 2
Meat Masala,Asli Meat Masala
Meat Masala,Dakshin Pepper Fry Masala
Meat Masala,Chicken 65 Kabab Masala
Meat Masala,Hyderabadi Biryani Masala
Meat Masala,Classic Chicken Masala Trial Pack
Meat Masala,Amma's Chicken Masala
Meat Masala,Asli Chicken Masala
Meat Masala,Chatpata Fish Fry Masala
Meat Masala,Chatpata Fish Fry Masala - Pack Of 2
Meat Masala,Original Tandoori Chicken Masala
Meat Masala,Asli Garam Masala
Meat Masala,Shandaar Butter Chicken Masala
Meat Masala,Amma's Meat Masala
Meat Masala,Chicken Delight Masala Pack
Meat Masala,Curry Licious Masala Combo
Meat Masala,Classic Meat Masala - Pack Of 2
Meat Masala,Asli Meat Masala
Meat Masala,Dakshin Pepper Fry Masala
Meat Masala,Chicken 65 Kabab Masala
Meat Masala,Hyderabadi Biryani Masala
Meat Masala,Classic Chicken Masala Trial Pack
Plant Based Meat,Plant Based Chick~n Keema Fry
Plant Based Meat,Plant Based Chick~n Seekh Kebab
Plant Based Meat,Plant Based Mutt~n Seekh Kebab
Plant Based Meat,Plant Based Chick~n Seekh Kebab - Single Serve
Plant Based Meat,Plant Based Chick~n Keema Fry
Plant Based Meat,Plant Based Chick~n Seekh Kebab
Plant Based Meat,Plant Based Mutt~n Seekh Kebab
Plant Based Meat,Plant Based Chick~n Seekh Kebab - Single Serve
Kids Favourites,Crispy Chicken Nuggets
Kids Favourites,Crispy Chicken Wings
Kids Favourites,Crispy Fish Fingers
Kids Favourites,Crispy Chicken Supreme
Kids Favourites,Crispy Prawns
Kids Favourites,Crispy Chicken Cutlet
Kids Favourites,Farm Fresh Classic Eggs - Pack of 12
Kids Favourites,Chunky Shawarma Chicken Spread
Kids Favourites,Chunky Continental Chicken Spread
Kids Favourites,Chunky Butter Chicken Spread
Kids Favourites,Classic Smoked Chicken Frankfurter
Kids Favourites,Classic Chicken Breakfast Sausage
Kids Favourites,Piri Piri Cheese Chicken Burger Patty
Kids Favourites,Peppery Chicken Salami
Kids Favourites,Classic Chicken Lyoner
Kids Favourites,Chunky Continental Egg Spread
Kids Favourites,Classic Chicken Burger Patty
Kids Favourites,Chicken Cutlet
Kids Favourites,Crispy Chicken Burger Patty
Kids Favourites,Classic Lamb Burger Patty
Party Starters,Crispy Chicken Nuggets
Party Starters,Creamy Afghani Chicken (Mini)
Party Starters,Crispy Chicken Wings
Party Starters,BBQ Chicken Wings
Party Starters,Mediterranean Prawns
Party Starters,Afghani Murgh Seekh Kebab
Party Starters,Chicken Seekh Kebab
Party Starters,Lucknowi Mutton Galouti Kebab
Party Starters,Butter Garlic Prawns
Party Starters,Tandoori Chicken
Party Starters,Goan Prawn Curry
Party Starters,Chicken Tikka
Party Starters,Chicken Tikka (Mini)
Party Starters,Hariyali Murgh Tikka
Party Starters,Crispy Fish Fingers
Party Starters,Homestyle Chicken Curry
Party Starters,Chicken Malai Tikka
Party Starters,Sichuan Chilli Chicken (Mini)
Party Starters,Chicken Tangdi Kebab
Party Starters,Purani Dilli ki Mutton Seekh Kebab
Party Starters,Crispy Chicken Nuggets
Party Starters,Creamy Afghani Chicken (Mini)
Party Starters,Crispy Chicken Wings
Party Starters,BBQ Chicken Wings
Party Starters,Mediterranean Prawns
Party Starters,Afghani Murgh Seekh Kebab
Party Starters,Chicken Seekh Kebab
Party Starters,Lucknowi Mutton Galouti Kebab
Party Starters,Butter Garlic Prawns
Party Starters,Tandoori Chicken
Party Starters,Goan Prawn Curry
Party Starters,Chicken Tikka
Party Starters,Chicken Tikka (Mini)
Party Starters,Hariyali Murgh Tikka
Party Starters,Crispy Fish Fingers
Party Starters,Homestyle Chicken Curry
Party Starters,Chicken Malai Tikka
Party Starters,Sichuan Chilli Chicken (Mini)
Party Starters,Chicken Tangdi Kebab
Party Starters,Purani Dilli ki Mutton Seekh Kebab
